사업장명,소재지전화,소재지전체주소,좌표정보(x),좌표정보(y)
나래태권도교실,262-2557,경상북도 포항시 북구 흥해읍 남성리 331-5번지,411079.492644578,291955.2573597
해성계명태권도,261-5575,경상북도 포항시 북구 흥해읍 학천리 379번지,409610.987205725,289092.222648917
숭실태권도체육관,3747-052,서울특별시 은평구 신사동 191-3번지 (3층),191639.624719733,454423.308365311
영남대똘이장군태권스쿨,291-5060,경상북도 포항시 남구 오천읍 구정리 45-31번지,417500.603748238,278211.836652839
합기도호신술수련관,054)246-3331,경상북도 포항시 북구 두호동 1022-3번지,413692.242359923,287099.089450093
용성체육관,334-4711,서울특별시 마포구 망원동 395-4번지 3층,191573.169013313,450188.990292425
이문태산태권도,959-9588,서울특별시 동대문구 이문동 237-137번지 4층,205694.67023972,455652.31748734
늘푸른태권도장,242-5758,경상북도 포항시 북구 창포동 649-11번지,413380.008245271,287380.186250731
태솔태권도,276-2558,경상북도 포항시 남구 효자동 566번지 포항효자웰빙타운 SK VIEW 상가동 307호,410298.606009042,280926.582902677
청인제검도관,255-7989,경상북도 포항시 북구 흥해읍 옥성리 242-10번지,410839.425959769,291827.104354808
한국체대태권도장,291-1077,경상북도 포항시 남구 오천읍 문덕리 176-6번지 301호,416683.662643986,276400.575145529
대호체육관,385-7970,서울특별시 은평구 역촌동 31-6번지,192773.974598512,455630.884111772
경희대 귤현 태권도,032-262-8801,인천광역시 계양구 귤현동 501-12번지 3층,177781.919511467,451660.521285822
"흑추관 합기도, 주짓수, 용무도, 특공무술",042-633-0075,대전광역시 대덕구 중리동 245-7 4층,238391.94097,317291.71046
명지대 합기도,031-511-7130,경기도 남양주시 호평동 188-6 경은빌딩,221739.172601763,461602.438332406
용인대 석사창대 종합무술사관학교,231-2007,경기도 화성시 병점동 845-2 한마음프라자 405호,203890.039610443,412530.445551252
용인대태권도,222-0408,경기도 화성시 기산동 160 참누리아파트 상가동동 304호,204560.771895,413429.827135
세계로체육관,(031)233-8854,경기도 화성시 안녕동 35-17 2층,200910.146058905,411657.746452383
발안유도클럽,(031)353-5494,경기도 화성시 향남읍 평리 30-11,192018.222746523,403623.793293612
단국대석사 참교육태권도장,(031)239-5849,경기도 화성시 병점동 813,203614.628383314,411685.455921522
백호태권도,(031)223-3961,경기도 화성시 기안동 363-2,197745.899823653,413660.972223799
경희대 석사 태권도,031-222-2568,경기도 화성시 봉담읍 와우리 238 쌍용스윗닷홈 상가동 3층 301호,197301.803281548,412087.852096663
용인대 동탄 태권도장,613-2201,경기도 화성시 반송동 103-11 엔터프라임빌딩 803-804호,206251.118157515,411070.641269811
참조은체육관,031)232-2566,"경기도 화성시 안녕동 211 상가 지하1층 101호, 102호",201847.515351632,411362.727878043
지용검도관,031-297-2167,경기도 화성시 봉담읍 수영리 651-8,195336.559335865,413235.03748503
대풍태권도장,031-231-1001,경기도 화성시 안녕동 35-17 2층,200910.146058905,411657.746452383
세계로 태권도,031-297-0443,경기도 화성시 봉담읍 수영리 651-5 201호,195311.644699576,413241.959987395
피엔지스포츠클럽,031-227-7052,경기도 화성시 봉담읍 상리 11-47 2층 205호,195676.114128104,412841.221190691
수원호랑이태권도,(031)223-2220,경기도 화성시 기안동 439,198466.952828894,413630.800712491
용인대 맥 태권도장,070-8728-7571,경기도 화성시 향남읍 행정리 487-3 중앙프라자 307호,193077.539529477,403250.135858676
진우 고려 태권도,366-9700,경기도 화성시 팔탄면 가재리 691 진우아파트상가 A동 309~312호,193628.428854855,406467.144882424
장안유도체육관,(031)351-3931,경기도 화성시 장안면 어은리 367-4,184641.782897044,398328.980455479
한체대송암태권도,031-202-7907,경기도 화성시 반월동 869 현대플라자 406호,205426.413013658,414794.002351414
우리아이태권도,031-358-0556,경기도 화성시 우정읍 화산리 733-3 2층,181080.813739467,395538.537538032
태안태권도체육관,(031)222-7975,경기도 화성시 안녕동 37-156,201157.376910985,411339.345298661
향남용인대 태권도,8059-0808,"경기도 화성시 향남읍 행정리 480 향남택지지구 14블럭 풍림아이원 상가동 205,206호",193606.727195747,403064.224885638
경희대 아이짐 태권도& 특공무술,227-6144,경기도 화성시 봉담읍 동화리 599-3 601호,196257.178285322,412759.416813904
호키태권스쿨,225-8741,경기도 화성시 병점동 490-2 404,203612.446573435,411139.503583667
경희대기안태권도,225-1161,경기도 화성시 기안동 437,198252.485511335,413587.259263516
태권도조암체육관,031-351-0387,경기도 화성시 장안면 어은리 388-1 2층,184391.420461169,398311.810248317
태권도를 하는 행복한 아이들,031-8059-6400,경기도 화성시 향남읍 행정리 474-5 7층 701호,192998.015471363,403330.379735126
수원대 하늘 태권도,031-8059-3535,경기도 화성시 향남읍 행정리 474-9 아스날타워 502호,193089.31898065,403321.441820979
동학태권도체육관,(031)273-9009,경기도 화성시 반월동 860 신영통현대타운 2-206,205306.943912301,414407.983830622
병점검도관,(031)222-7915,경기도 화성시 진안동 877-5,203569.644003585,412386.004665548
한빛태권도장,(031)353-3712,경기도 화성시 송산동 97-2 신현대아파트상가 3층,201686.480749715,411751.496139904
봉담태권도장,227-9535,경기도 화성시 봉담읍 상리 31-3 우정프라자 3층,195322.211511568,413117.413330064
도원체육관,(031)235-4214,경기도 화성시 봉담읍 와우리 65-10,197856.49997391,412499.433134159
합기도성무체육관,(031)357-8845,경기도 화성시 송산면 사강리 631-12,176568.327832207,412501.05605283
송산체육관,(031)357-4031,경기도 화성시 송산면 사강리 659-1,176578.933427427,412470.800097508
극동킥복싱체육관,(031)235-8607,경기도 화성시 진안동 543-7,202859.278148254,411990.180779583
화성경희체육관,(031)294-6967,경기도 화성시 매송면 원평리 85,193452.708595029,416589.009030217
와우태권도체육관,(031)233-3143,경기도 화성시 봉담읍 와우리 97,197789.187300764,412863.111997752
진우태권도스쿨,031-354-0060,경기도 화성시 팔탄면 가재리 692-1 진우(아) 상가 309-312호,193797.410156106,406504.2752779
경희대백호태권도,031-222-6445,경기도 화성시 기안동 288-9 2층,197833.265042237,413699.712865339
경희대K라이언태권도,2348393,경기도 화성시 진안동 868-1 호정빌딩 3층,203213.095900889,412433.107846546
화성유명우권투체육관,031-238-8216,경기도 화성시 병점동 347-10 용우빌딩 A동 3층,203184.624539435,411850.673825414
최강드림아이태권도장,031-377-9633,경기도 화성시 청계동 510-31,209558.0,411074.0
파워복싱클럽,031-8059-6878,경기도 화성시 향남읍 평리 42-3,192103.961680907,403572.682399416
경희대신영태권도장,(031)224-0793,경기도 화성시 기안동 354-5 신영프라자 5층,197599.666157978,413651.557425719
브니엘태권도장,(031)223-9396,경기도 화성시 봉담읍 와우리 70-4 시라상가 2층,197785.387683922,412551.124296476
무학체육관,(031)215-6690,경기도 화성시 반월동 63-4,205588.967023797,414710.393641555
비봉태권도체육관,(031)356-5353,경기도 화성시 비봉면 양노리 256-2,188754.698091398,415026.452396477
발안유도클럽,(031)353-5494,경기도 화성시 향남읍 평리 30-36,191966.66398794,403625.705213725
동화 WINNER 복싱다이어트 GYM,031-297-1953,"경기도 화성시 봉담읍 동화리 600-3 503,504호",196357.63220419,412768.085338134
화랑태권도,354-1681,경기도 화성시 향남읍 행정리 487-2 삼성프라자,193042.301782153,403253.710485321
경희대 MTA 태권도장,031-234-1777,경기도 화성시 능동 1282 서동탄역파크자이,204372.496999624,411178.818773554
화산검도교실,031-222-0669,경기도 화성시 송산동 158-6 미림프라자 301호,201079.989683106,411799.515719691
경희대 엘리트 태권도장,031-352-7674,"경기도 화성시 향남읍 하길리 1470-5 602,603호",192172.569947388,401434.559054249
상신태권도장,366-2008,경기도 화성시 향남읍 상신리 613-1 2층,191263.269661299,399764.904802309
코리아태권도아카데미,8015-3571,"경기도 화성시 반송동 212 월드반도(아) 단지내상가 201호,202호",206885.867473595,409964.633477002
제암경희대체육관,359-8359,경기도 화성시 향남읍 발안리 297 아카데미플라자 3층 301호,191226.437698786,403181.781521822
남양검도관,357-1022,경기도 화성시 남양읍 남양리 431-3 2층,182609.279279237,411412.438153033
용인대무궁화태권도체육관,031-224-7749,경기도 화성시 송산동 97-2 신현대아파트2차 상가(3층),201686.480749715,411751.496139904
천지유도체육관,234-1150,경기도 화성시 진안동 870-5,203482.100110474,412531.649753336
남양청송체육관,356-3514,경기도 화성시 남양읍 남양리 653 3층,183538.374505642,411950.427120396
연세대조양태권도장,221-0322,경기도 화성시 진안동 524-1 메트로프라자 507호,203335.142133784,412121.312831616
평생검도관,031-222-8814,경기도 화성시 기안동 359-7 평생 플러스빌 아파트,197574.444852056,413524.711488423
김종석 태권스쿨,352-5317,경기도 화성시 향남읍 발안리 45-1 이레프라자 2층 2호,191104.049322235,403420.243572685
경희대우진태권도장,054-777-4885,경상북도 경주시 황성동 515-7,399915.632019561,265329.911696992
양우합기도,042-527-3313,대전광역시 서구 도마동 24-47 4층,233205.426937,313741.355975
국무원합기도,052-247-8202,울산광역시 남구 무거동 927-6 남운그린힐,404281.605403475,230032.185626161
합기도 검무관,031-946-1414,경기도 파주시 조리읍 봉일천리 210-18,183062.742808773,471312.787734509
천년 태권도 체육관,054-741-3643,경상북도 경주시 도지동 1018 코아루 그랑블,404943.740343582,258042.735995866
경화태랑 태권도장,551-0632,경상남도 창원시 진해구 경화동 1291 삼정그린코아2단지 상가 201호,353283.757500628,186015.096087813
월드 태권도,055-551-9444,경상남도 창원시 진해구 자은동 383-1,355798.654678519,184820.600696495
청운태권도장,055-282-1393,"경상남도 창원시 성산구 가음동 21-20 가음시장대상가 505호일부, 508호",354464.882255584,191175.033160608
봉연관합포도장,055-271-4545,경상남도 창원시 마산합포구 산호동 323-2 가야빌딩 307호,344234.541392739,191277.635038153
국가태권도도장,055-241-1061,경상남도 창원시 마산합포구 완월동 234-22,342183.759804173,189915.516662199
창원동양태권도,055-286-0508,경상남도 창원시 성산구 내동 454-5 엑스포상가 112~113호,351427.257377406,192545.685550828
한진체육관,055-293-7605,경상남도 창원시 의창구 도계동 326-9,348934.55484893,196853.594352627
청송체육관,248-3536,경상남도 창원시 마산회원구 회원동 659-1,342214.141088921,192165.954887746
동양체육관,298-8979,경상남도 창원시 마산회원구 구암동 12-14,344798.480658545,195550.963613766
지귀체육관,055-288-7736,경상남도 창원시 의창구 봉곡동 61-5,350938.934563967,195312.928238777
한진체육관,292-7662,경상남도 창원시 마산회원구 석전동 248-7,343302.636452272,193519.675284794
태종체육관,299-0182,경상남도 창원시 마산회원구 양덕동 156-22,344479.559922204,192927.632122004
백호체육관,546-3941,경상남도 창원시 진해구 이동 69-118,354955.049882708,184533.649363876
세계 동양 태권도,284-7774,"경상남도 창원시 성산구 가음동 20-1 가음정종합상가 3층6호, 3층7호",354632.721888971,191131.524328185
와우체육관,055-283-0579,경상남도 창원시 성산구 상남동 83-10 1층,353318.928877024,192338.563888622
효성체육관,551-3406,경상남도 창원시 진해구 자은동 657-3,355300.067278491,183878.987974677
화랑제18체육관,547-8009,경상남도 창원시 진해구 자은동 947-13,355626.954457059,184557.5991029
대방대동체육관,282-6514,경상남도 창원시 성산구 대방동 366-1 크리스탈빌딩 B 102호,355426.953241466,191113.968845564
대동중앙체육관,232-5007,경상남도 창원시 마산회원구 내서읍 삼계리 275-1 이미지프라자 402호,336752.240483748,192774.582661058
계명대체육관,255-6544,경상남도 창원시 마산회원구 구암동 1342-1,345139.022195812,196566.084335719
사림동양체육관,055-289-6707,경상남도 창원시 의창구 사림동 114-16,352777.276982259,195458.187137268
청운체육관,055-237-5782,경상남도 창원시 의창구 도계동 308-11,348819.186872803,197007.432751305
청운태권도,055 267 3025,경상남도 창원시 성산구 상남동 45-1 2단지목욕탕상가 303호,353991.929834671,192136.233221508
화산우슈스쿨,299-8557,경상남도 창원시 의창구 팔용동 192-3 (3층),346812.862048819,196982.95913594
한마음종합체육관,231-4554,경상남도 창원시 마산회원구 내서읍 삼계리 10-5,336603.823250101,193823.191508903
비호체육관,232-3093,경상남도 창원시 마산회원구 내서읍 삼계리 35-14 2층,336630.175916305,193456.074943982
승리체육관,055-252-8090,경상남도 창원시 의창구 동읍 용잠리 252-7,353781.460942137,199099.349201489
거목유도체육관,055-253-0865,경상남도 창원시 의창구 중동 459,347634.18318579,197404.061557462
한일체육관,299-4476,경상남도 창원시 마산회원구 양덕동 23-6,344408.788498309,193887.218584723
화랑제9체육관,252-0150,경상남도 창원시 마산회원구 양덕동 46-24,344388.833522951,193659.200281423
철기체육관,221-3947,"경상남도 창원시 마산합포구 해운동 37-4 대동씨코아 429,430호",342254.943847044,187846.078472268
백마체육관,055-299-2522,경상남도 창원시 의창구 팔용동 173-5 지하,346845.507926065,196755.243358784
해동검도 회원도장,223-0599,경상남도 창원시 마산회원구 회원동 362-12,342934.698796961,192499.980838879
해를담은태권도,"281-7884,275-5320",경상남도 창원시 성산구 대방동 356 대방덕산타운 상가동 504호 505호,355319.149222352,191727.210958572
동양태권도,055-284-9624,경상남도 창원시 성산구 내동 454-1,351270.91150324,192659.858439657
백호체육관,055-252-5372,경상남도 창원시 의창구 서상동 525,347314.870862328,197375.695754287
챔프체육도장,055-263-5546,경상남도 창원시 성산구 남양동 20 성원1차상가 502,354757.63613998,191526.422418199
다현체육관(태권도),293-4569,경상남도 창원시 의창구 서상동 309-2,347423.856050605,197053.611608509
우정태권도,055-285-9567,경상남도 창원시 성산구 가음동 21-18 연합상가 3층,354472.596736754,191223.947633697
아람체육관,055-276-0308,경상남도 창원시 성산구 반지동 49-17,351325.423443216,194844.910303767
충효태권도,055-285-3748,경상남도 창원시 의창구 팔용동 124-1 극동상가 407,346875.943443023,196340.016622697
무궁화태권도장,243-7855,경상남도 창원시 마산합포구 자산동 329-1 한우아파트 8동 3층 3호,341919.242378336,190353.20109258
일심검도관,"243-0757,246-0535",경상남도 창원시 마산합포구 자산동 21-1 동진빌딩 1층,342393.967769935,190688.787624413
경남중앙도장,245-8509,경상남도 창원시 마산합포구 월영동 710-1 월영현대상가 지하1층,341900.962822484,186879.859786004
중부태권도체육관,545-5137,경상남도 창원시 진해구 경화동 1153-1 현대그린파크 상가 301호,353192.031599796,185349.49351083
한라체육관,055-288-7966,경상남도 창원시 의창구 명서동 18-12,349430.026182353,195681.608208324
화랑제10체육관,545-4626,경상남도 창원시 진해구 석동 107-1,355381.840995119,184904.935536492
코리아체육관,055-276-8020,경상남도 창원시 의창구 봉곡동 144-5 행운상가 4층,352050.754072587,195467.69947334
신라태권도1관,055 283 6355,경상남도 창원시 성산구 상남동 45-1 스카이웰빙파크 504호,353991.929834671,192136.233221508
극동제6체육관,256-6598,경상남도 창원시 의창구 팔용동 101 팔용종합상가 503호,346765.10797525,196304.368084457
대한태권도스쿨,284-8253,경상남도 창원시 성산구 대방동 366-5 다성빌딩 401호,355459.171771171,191111.94896362
성공체육관,055-251-4497,경상남도 창원시 의창구 동정동 537-1,346732.231425437,197135.279841362
청운체육관,251-5510,경상남도 창원시 마산회원구 구암동 270-2,345168.779386568,196175.474931489
부림체육관,297-4375,경상남도 창원시 마산회원구 합성동 124-43,344007.459052278,194086.268083998
교동한진체육관,"248-3536,292-8705",경상남도 창원시 마산회원구 회원동 659-1 4층,342214.141088921,192165.954887746
송암체육관,232-5443,경상남도 창원시 마산회원구 내서읍 호계리 350 세한파크상가 2층,338225.498595191,196337.921633217
최강체육관,272-0321,경상남도 창원시 마산합포구 진북면 지산리 78-13,333836.86444168,180607.020984487
한진체육관,299-1795,경상남도 창원시 마산회원구 합성동 56-7,344444.614869596,195272.42942451
정도검도관,248-6985,경상남도 창원시 마산회원구 회원동 33-25,343198.315712061,192427.381027643
한진체육관,296-4234,경상남도 창원시 마산회원구 합성동 316-38,344677.252119039,194799.254053091
화랑체육관,222-7573,경상남도 창원시 마산합포구 산호동 48-2,343728.903862414,192064.701369315
태권도월포체육관본관,247-3414,경상남도 창원시 마산합포구 해운동 42-9,342341.143093655,187843.575353484
합포한진체육관,248-9074,경상남도 창원시 마산합포구 자산동 330-10,341824.668613982,190125.265526387
송창체육관,055-291-7348,경상남도 창원시 의창구 동읍 용잠리 390-26,353461.98945277,198949.542477368
한솔체육관,055-265-6817,경상남도 창원시 의창구 명서동 75-4 남천상가 3층,349729.624679519,195647.779290409
감사랑리더십태권도장 상곡점,232-0240,경상남도 창원시 마산회원구 내서읍 상곡리 51-1 401,336735.615014791,194760.060599953
중리체육관,251-4471,경상남도 창원시 마산회원구 내서읍 호계리 353,338225.957042172,196192.212739829
화랑제11체육관,264-4800,"경상남도 창원시 성산구 안민동 108 한솔상가 3층(306호, 307호)",354032.932365113,188666.579521101
성무체육관,256-4113,경상남도 창원시 마산회원구 합성동 322-4,344344.371462775,194725.011073971
송창체육관,055-253-7704,경상남도 창원시 의창구 동읍 신방리 440,352346.380137954,200486.171600616
용인대태권도,055-287-8366,경상남도 창원시 성산구 대방동 376 성원아파트상가 B 2호,355717.010316157,190858.222355904
신동아체육관,055-287-5551,경상남도 창원시 성산구 대방동 356 덕산목욕탕상가 4층,355319.149222352,191727.210958572
창원한진체육관,055-256-0827,경상남도 창원시 의창구 소답동 108-24,347811.407380104,197323.84287836
용지체육관,055-281-5131,경상남도 창원시 성산구 상남동 45-1 성원종합상가,353991.929834671,192136.233221508
마산우슈태극권체육관,247-1915,경상남도 창원시 마산합포구 해운동 18-20 지하,341914.058443573,187460.202872
태랑태권도체육관,551-1401,경상남도 창원시 진해구 석동 186-1,355052.768652571,185184.028024188
베스트빅토리태권도,552-4867,경상남도 창원시 진해구 안골동 356-11,364656.056821143,179439.928893753
충효체육관,055-256-6598,경상남도 창원시 의창구 팔용동 187-14,347056.826848448,196798.579294817
팔용체육관,252-7989,경상남도 창원시 마산회원구 봉암동 452-19,345453.652494357,192609.382367843
대성체육관,255-5930,경상남도 창원시 마산회원구 양덕동 64-1 상가 2층,343932.348370757,193617.338085193
창원검도관,055-238-2484,경상남도 창원시 성산구 반지동 78 케이프타운 6층 6008호,351260.497720937,194674.701177349
태권도토월체육관,055-263-5025,경상남도 창원시 성산구 사파동 10 서윤빌딩 10,354629.326587876,193165.089868003
월드체육관,248-5298,경상남도 창원시 마산회원구 회원동 480-21 2층,342662.088222464,192058.495777967
마산고려도장,242-9152,경상남도 창원시 마산회원구 회원동 62-7 2층,343298.136633504,192092.135862545
승리태권도,552-3444,경상남도 창원시 진해구 안골동 358-6,364596.54833406,179377.26016544
청우체육관,557-7837,경상남도 창원시 진해구 석동 635-6,355405.37182802,185539.416370749
토마스복싱스피닝,262-3302,"경상남도 창원시 성산구 상남동 1-7 미도상가 4층 1호, 3호",353390.851778401,192935.588489023
영웅태권도,055-241-1232,경상남도 창원시 마산회원구 회원동 2-54,343621.744004855,192265.379129492
황마유도관,055-9700-6698,경상남도 창원시 마산회원구 합성동 159-17 4층,344206.175086354,194697.666492085
합포검도관,221-5900,경상남도 창원시 마산회원구 회원동 212-1 고려화이트빌 상가 201호,342938.956587461,192671.056897163
대학태권도체육관,251-2928,경상남도 창원시 의창구 동읍 용잠리 250-5 삼우상가3층 303호,353721.315778822,199207.804856842
중앙태권도장,263-6999,경상남도 창원시 성산구 가음동 20-1 3층 1호,354632.721888971,191131.524328185
부림태권도체육관,251-1323,경상남도 창원시 마산회원구 석전동 248-7 2층,343302.636452272,193519.675284794
동아태권도장,055-248-0788,경상남도 창원시 마산합포구 월영동 614-7 동아1차아파트상가 지하,341997.298379486,187344.476638933
무영 검도관,055-295-8332,경상남도 창원시 마산회원구 양덕동 888-1 우성아파트상가 지하1호,343531.837403991,193274.667174341
백호태권도체육관,055-277-5955,경상남도 창원시 의창구 봉곡동 31-4 성우프라자 501,350062.184191601,195174.14130836
상남체육관,055-296-9872,경상남도 창원시 성산구 상남동 49-1 명성상가 107,353684.937725602,191925.647444627
우진태권도 체육관,252-8279,경상남도 창원시 마산회원구 석전동 242-27 2층,343352.455496965,193671.098871498
자여종합체육관,055-291-2277,경상남도 창원시 의창구 동읍 용정리 23-1,354905.892368904,198911.597400293
활공선원체육관,247-0411,경상남도 창원시 마산합포구 오동동 17-8 3층,343932.442718601,190811.16323576
자여종합체육관,055-256-6171,경상남도 창원시 의창구 동읍 용정리 21-5,354999.148194763,198835.071966196
진해시민체육관,543-7770,경상남도 창원시 진해구 석동 205-6,355152.802003504,185349.525410153
고려태권도교육관,055)551-3121,경상남도 창원시 진해구 안골동 366-17,364505.293107386,179267.457674496
태권도 용원동양체육관,542-8574,경상남도 창원시 진해구 용원동 1211-4,364958.271458402,179521.583490114
동아대 태권도 체육관,055-277-5778,경상남도 창원시 의창구 도계동 416-4,349299.014669704,196433.764450116
상남대호체육관,055-263-7002,경상남도 창원시 성산구 상남동 94-1 골든벨아카데미빌딩 2층 204,353319.032829074,192217.699207339
한마음태권도장,055-256-1780,경상남도 창원시 의창구 동읍 용잠리 214-1,353511.08275399,199108.688782331
신마산중앙체육관,221-0544,경상남도 창원시 마산합포구 해운동 18-29,341912.333527947,187524.64501633
한빛검도관,242-7410,경상남도 창원시 마산합포구 중앙동1가 7-33,342240.6872942,188937.950308957
동광상무체육관,222-0490,경상남도 창원시 마산합포구 추산동 76-35,342830.643478458,190508.392187969
경호태권도스쿨,055-291-2277,경상남도 창원시 의창구 동읍 용정리 20-25,355139.430674414,198622.081139393
장벽태권도장,055-551-2444,경상남도 창원시 진해구 자은동 975-3,355660.82162396,185188.897748415
동아대승리태권도장,542-1188,경상남도 창원시 진해구 여좌동 43-55 경동빌딩 4층,351410.826183047,185846.863874877
베스트빅토리부영태권도,055-552-4868,경상남도 창원시 진해구 안골동 352-7,364461.431654767,179487.068483
상곡승리체육관,231-9551,경상남도 창원시 마산회원구 내서읍 상곡리 193-1 지하,336542.353194856,194799.096915024
비타민 휘트니스 다이어트 복싱클럽,245-7447,경상남도 창원시 마산합포구 월남동4가 3-2 장원빌딩 4층,342013.701103119,188184.166177965
에이스태권도장,255-6602,경상남도 창원시 의창구 소답동 132-20 2층,348037.483840812,197415.580890209
리틀태권도스쿨,265-1140,경상남도 창원시 의창구 명서동 75-4 남천상가 302호,349729.624679519,195647.779290409
베스트키즈태권도장,293-1591,경상남도 창원시 의창구 팔용동 104-3 화성빌딩 501호,346648.521482788,196239.97224553
화랑제29체육관,055-292-2902,경상남도 창원시 의창구 동읍 용정리 20-26,355151.613837805,198473.682126863
라온체육관,055-248-3312,경상남도 창원시 마산합포구 완월동 471-5 2층 201호,341788.260386116,189667.678636428
한국체대태권도장,276-1717,경상남도 창원시 의창구 도계동 322-6 양지탕 3층 2호,349114.402755421,196996.390644823
태랑태권도,055-544-8575,경상남도 창원시 진해구 석동 601-11,354313.73464093,185633.218485396
리틀 다윗 태권도스쿨,055)544-9669,경상남도 창원시 진해구 자은동 870-4 104호,355253.626699495,184306.305418727
국기도장,055-264-4623,경상남도 창원시 성산구 남양동 23 개나리3차상가 307호,355099.671451953,191434.675098906
석사태권도장,281-9777,경상남도 창원시 성산구 가음동 21-35 대우상가 4층,354551.612220109,191096.679147566
KTC태권도 봉림도장,264-2006,경상남도 창원시 의창구 사림동 100-4 지하 1층,352385.189264818,195321.021384169
현무태권도장,277-7004,경상남도 창원시 의창구 봉곡동 144-1 6층,352029.256948386,195487.469152498
본국검도연무관,055-281-2509,경상남도 창원시 성산구 사파동 139 대동상가 301,354150.769954642,192754.588312201
한성체육관,224-5507,경상남도 창원시 마산회원구 회원동 52-5,343194.699503063,192160.652650498
임철현태권도교실,295-0080,경상남도 창원시 마산회원구 양덕동 46-5,344378.370208566,193709.743164157
경희대한진체육관,256-8126,경상남도 창원시 마산회원구 합성동 152-6 2층,343995.093080307,194717.069266598
극동태권도체육관,222-0885,경상남도 창원시 마산합포구 자산동 120-11 3층,342693.737956112,190385.992385246
우슈아이스쿨,055-262-4016,경상남도 창원시 성산구 남양동 12 한성상가 302,354754.104691777,191846.660579958
우슈도장,055-288-4727,경상남도 창원시 의창구 도계동 346-1 대원빌딩 501,348698.417807354,196551.172747213
대한제2체육관,297-7077,경상남도 창원시 마산회원구 합성동 120-11,344115.213834172,194844.789935584
진해시민체육관,543-7770,경상남도 창원시 진해구 석동 177-16,355089.293569758,185079.679352059
양곡중앙태권도장,055 286 2639,경상남도 창원시 성산구 신촌동 34-2 동부산아이존빌상가 104호,348162.524167788,190424.496499726
태권도 예리관,296-3363,경상남도 창원시 마산회원구 양덕동 65-2 4층,343981.347322583,193732.426402744
국선검도관,055-277-7701,경상남도 창원시 의창구 도계동 333-13 지하,348645.26070938,196625.192645237
대동체육관,055-285-3020,경상남도 창원시 성산구 상남동 45-1 성원종합상가 620호,353991.929834671,192136.233221508
유성체육관,055-251-0330,경상남도 창원시 의창구 서상동 348-4 스마트빌딩 나동 301호,347212.915606526,197135.711741084
상남검도관,055-275-1552,경상남도 창원시 성산구 상남동 1-6 상남프라자빌딩 10층,353369.053208871,192949.821295557
슈퍼맨태권도장,242-2024,경상남도 창원시 마산합포구 자산동 302-38 형제3-302,342662.00895034,190374.20339406
화랑제30체육관,222-5506,경상남도 창원시 마산합포구 해운동 18-29 지하,341912.333527947,187524.64501633
마산유도관,248-3883,경상남도 창원시 마산회원구 회원동 21-11 지하1층,342984.20220581,192716.087429819
극동체육관,222-0885,경상남도 창원시 마산합포구 자산동 120-11 3층,342693.737956112,190385.992385246
생각주머니태권도장,552-6675,경상남도 창원시 진해구 안골동 356-3,364574.112845826,179484.447972262
용인대미래태권도,282-7712,경상남도 창원시 성산구 반림동 17-9 반송아이필상가601,352078.381388813,194234.704691713
리틀태권도장,055-261-9525,"경상남도 창원시 성산구 사파동 140 동양무궁화상가 3층4-가호,4-나호",354128.983519881,192724.450197917
청룡태권도예절관,055-283-6355,경상남도 창원시 성산구 상남동 45-1 스카이웰빙파크 515호,353991.929834671,192136.233221508
블루밍 참태권도,055-276-1717,경상남도 창원시 의창구 팔용동 123-1 벽산블루밍A 단지 상가 305호~309호,347165.470940616,196207.818416039
호돌이체육관,055-294-0610,경상남도 창원시 의창구 소답동 132-1,347956.023381654,197443.755388513
샵다이어트복싱,543-4371,경상남도 창원시 진해구 장천동 246,355730.549359632,182450.838758405
삼계동양체육관,232-6900,경상남도 창원시 마산회원구 내서읍 삼계리 32-3,336855.736474003,193448.232176564
용인대 금강 태권도,055-253-1010,경상남도 창원시 의창구 북면 감계리 235-2,344876.293045074,201427.400453938
광장코아태권도,551-4655,대구광역시 서구 내당동 463-34번지,340080.755583,262885.72874
지면체육관,565-0132,대구광역시 서구 평리동 1108-20번지,341297.384486,264274.220635
성해 검도관,358-7222,대구광역시 북구 침산동 241-1번지 (지상5층),343652.741127,266304.469409
계명대 박사 좋은친구 태권도장,383-7909,대구광역시 북구 복현동 190-1번지 태왕아너스복현,346227.107421,267769.740385
신화태권도장,566-4411,대구광역시 서구 중리동 701-3번지,339080.50874,263120.115429
달성태권아카데미,357-9306,대구광역시 서구 원대동3가 1225-9번지,342444.841609,265998.9044
계명대석사 최강태권도,053-555-3233,대구광역시 서구 내당동 1018-107번지,342225.381625,264341.087587
고구려 태권도,053-354-9987,대구광역시 북구 칠성동2가 2-16번지 (2층),343170.209396,266114.291635
K&P태권도,953-5475,대구광역시 북구 복현동 375-1번지 3층,346592.618398,266990.834734
새현무태권도,354-8333,대구광역시 북구 조야동 78-8 2층,342385.141938,268793.438025
고려태권도장,381-3838,대구광역시 북구 산격동 478-13번지 2층,345577.786016,268083.288529
북대구체육관,352-3640,대구광역시 북구 태전동 687-27번지,339278.557542,269268.373046
휴먼시아 태권도장,053-321-7933,대구광역시 북구 매천동 691번지,339234.141164,268625.534426
태무종합체육관,355-6158,대구광역시 북구 노원동3가 371번지,341300.183164,266848.931769
시민체육관,354-4127,대구광역시 북구 고성동3가 6-96번지,342912.574162,265667.717937
팔달태권도,323-4892,대구광역시 북구 노원동2가 350-1번지,341932.715042,266473.001918
